Zeitkurven MW;
Zeitstempel; Wärmebilanz WärmeblnzGes   Wärmeverbrauchsleistung im Bilanzgebiet; Messaufnehmer Erzeugung   Signalwert am Ausgang; Messaufnehmer Last   Signalwert am Ausgang; Wärmebilanz WärmeblnzGes   Wärmeverlustleistung im Bilanzgebiet; Dividierer WVerlProz   Signalwert am Ausgang
2023-02-13 00:00:00,000; 9,86665821075439; 10,0826053619385; 9,1583833694458; 0,219612270593643; 2,18717902898788
2023-02-13 01:00:00,000; 9,98498058319092; 10,1935024261475; 9,27517986297607; 0,219621554017067; 2,15288549661636
2023-02-13 02:00:00,000; 10,1480598449707; 10,3541898727417; 9,429368019104; 0,219634816050529; 2,12108865380287
2023-02-13 03:00:00,000; 10,6971206665039; 10,8782768249512; 9,96221351623535; 0,219516932964325; 2,01902221888304
2023-02-13 04:00:00,000; 11,9687099456787; 12,1919765472412; 11,1109266281128; 0,219763964414597; 1,80116724222898
2023-02-13 05:00:00,000; 15,5701951980591; 15,7864046096802; 14,4582605361938; 0,219932302832603; 1,39317773282528
2023-02-13 06:00:00,000; 19,5231246948242; 19,7394828796387; 18,1314353942871; 0,220049351453781; 1,11476890742779
2023-02-13 07:00:00,000; 18,2697238922119; 18,5741996765137; 16,8860282897949; 0,219865992665291; 1,18470434099436
2023-02-13 08:00:00,000; 18,4012813568115; 18,6015777587891; 17,0973129272461; 0,220020174980164; 1,18197500705719
2023-02-13 09:00:00,000; 17,9385375976563; 18,1881694793701; 16,629358291626; 0,220010638237; 1,20968837291002
2023-02-13 10:00:00,000; 17,5964050292969; 17,8342723846436; 16,3191947937012; 0,220000222325325; 1,23363956809044
2023-02-13 11:00:00,000; 16,6173667907715; 16,900146484375; 15,3689250946045; 0,219973772764206; 1,30176516249776
2023-02-13 12:00:00,000; 16,3615550994873; 16,5905570983887; 15,177342414856; 0,21996134519577; 1,32589740678668
2023-02-13 13:00:00,000; 16,1127243041992; 16,3451251983643; 14,946629524231; 0,219952926039696; 1,34573057293892
2023-02-13 14:00:00,000; 16,5455722808838; 16,7623519897461; 15,3645782470703; 0,220222234725952; 1,31379095837474
